news_id,source_id,source_post_id,published_at_local,published_at_gmt,modified_at_gmt,title,excerpt,url,author_id,category_ids,category_names,tag_ids,tag_names,content_class,source_quality,matched_tickers,matched_aliases,matched_themes,matched_subthemes,matched_keywords,matched_exclusions,company_score,theme_score,taxonomy_score,exclusion_score,relevance_score,rule_filter_status,filter_status,filter_reason,emerging_candidate,manual_override,filter_rule_version,first_seen_at,last_seen_at
semiengineering_24277637,semiengineering,24277637,2026-06-12T11:51:41,2026-06-12T18:51:41Z,2026-06-12T18:51:41Z,Optimizing EUV Source Efficiency With Radiation-Hydrodynamic Simulations (U. Of Osaka et al.),"Researchers from The University of Osaka, National Institute for Fusion Science, National Institutes for Quantum Science and Technology, and Osaka Metropolitan University, et al. have published “Optimization of EUV output by experimentally validated radiation-hydrodynamic simulations across a broad laser parameter space”. Abstract “Practical requirements such as improving wall-plug efficiency and reducing system footprint have… » read more",https://semiengineering.com/optimizing-euv-source-efficiency-with-radiation-hydrodynamic-simulations-u-of-osaka-et-al/,363,47214|48414|9508,Lithography|Manufacturing|Technical Papers,251|52363|614|69058|69059|69060|69061|69062|69063|69065|69066|69067|69068|7713|797|8474,2 micron EUV drivers|EUV lithography|Hiroshima University|Hokkaido University|National Institute for Fusion Science|National Institutes for Quantum Science and Technology|Osaka Metropolitan University|Purdue University|STAR-1D|The University of Osaka|laser-produced plasma|laser-to-EUV conversion efficiency|radiation-hydrodynamic simulation|solid-state mid-infrared lasers|tin plasma EUV sources|wall-plug efficiency,technical_paper,B,,,AI Infrastructure,Equipment,EUV,,0,9,2,0,11,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277626,semiengineering,24277626,2026-06-12T11:24:28,2026-06-12T18:24:28Z,2026-06-12T18:29:09Z,Boosting EUV Conversion Efficiency With 2-Micron Dual-Beam Laser Irradiation,"Researchers from Utsunomiya University, RIKEN, The University of Tokyo, and Tohoku University, et al. have published “40% boost in extreme ultraviolet conversion efficiency via simultaneous dual-beam 2-µm laser irradiation”. Abstract “Scaling extreme ultraviolet (EUV) source power for next-generation lithography demands higher conversion efficiency (CE) at reduced per-pulse energies. We demonstrated a 40% CE enhancement by… » read more",https://semiengineering.com/boosting-euv-conversion-efficiency-with-dual-beam-2-%c2%b5m-laser-irradiation/,363,47214|48414|9508,Lithography|Manufacturing|Technical Papers,2697|3749|4822|56706|614|69041|69042|69043|69045|69047|69048|69049,EUV source power|Riken|Sn target|The University of Tokyo|Tohoku University|Utsunomiya University|conversion efficiency|dual-beam irradiation|extreme ultraviolet lithography|high-NA lithography|hyper-NA lithography|laser-produced plasma,technical_paper,B,,,AI Infrastructure,Equipment,EUV,,0,9,2,0,11,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277530,semiengineering,24277530,2026-06-11T00:11:56,2026-06-11T07:11:56Z,2026-06-11T14:39:37Z,Agentic AI Is Changing Data Center Architectures,"Standalone GPUs are being replaced by heterogeneous SoCs and chiplets that combine CPUs, GPUs, and NPUs to eliminate memory bottlenecks, reduce latency, and boost efficiency.",https://semiengineering.com/agentic-ai-is-changing-data-center-architectures/,3,144|149,Low Power-High Performance|Special Reports,1091|14782|183|2316|40|45448|47884|53711|64642|69019|7|8441,AI|APU|ARM|CPU|CPU data orchestration|GPU|NPU|Quadric|Siemens EDA|Synopsys|agentic AI|data center architecture,unknown,C,,,AI Infrastructure|Emerging Research|Software,AI Hardware|Bottleneck|Developer Tools|Equipment|Memory,EDA|bottlenecks|chiplets|data center|latency|memory bottlenecks,,0,8,2,0,10,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277562,semiengineering,24277562,2026-06-11T00:04:13,2026-06-11T07:04:13Z,2026-06-11T04:22:07Z,Building A Production-Ready Optically Connected Rack For AI Scale-Up,"Delivering the bandwidth density and efficiency needed to scale AI compute clusters to 1,000 accelerators.",https://semiengineering.com/building-a-production-ready-optically-connected-rack-for-ai-scale-up/,1840,144|1493|69025,Blogs - LPHP|Co-Packaged Optics Insights|Low Power-High Performance,1106|122|12566|1920|2316|30718|40380|40381|61233|61247|69026|9133,AI|Ayar Labs|CPO|Wiwynn|co-packaged optics|data centers|liquid cooling|optical I/O|optical interconnects|photonics|racks|servers,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Cooling|Optical,CPO|bandwidth|co packaged optics|cooling|data centers|liquid cooling|optical I/O|optical interconnects,,0,0,10,0,10,keep,keep,high_combined_relevance,True,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277584,semiengineering,24277584,2026-06-11T00:02:13,2026-06-11T07:02:13Z,2026-06-11T15:38:56Z,Re-Architecting Die-to-Die IO For AI,Synopsys 3D-IO and the shift to hybrid-bonded 3D integration.,https://semiengineering.com/re-architecting-die-to-die-io-for-ai/,1571,144|1493|2671,Blogs - LPHP|IP And LP In SoCs|Low Power-High Performance,43216|65004|6549|69029|7,3D I/O|Socionext|Synopsys|hybrid bonding|multi-die assemblies,vendor_blog,C,,,AI Infrastructure,Equipment,die to die|hybrid bonding,,0,8,2,0,10,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277473,semiengineering,24277473,2026-06-10T00:01:19,2026-06-10T07:01:19Z,2026-06-10T15:26:10Z,CPO Will Dominate Scale-Up: Link Budgets For dB And $ Are Key,Optical interconnects are needed to boost GPU throughput and utilization.,https://semiengineering.com/cpo-will-dominate-scale-up-link-budgets-for-db-and-are-key/,463,63652|64499,Opinion|What's Coming Over The Horizon,122|13654|16304|217|29|40380|40381|62242|62716|69009|69010|69011|69012|69013|69014,CPO|ECTC|Senko|TSMC COUPE|VCSELs|business|co-packaged optics|data centers|external laser source|fiber|near packaged optics|optical engines|optical switches|photonic ICs|supply chain,opinion,B,,,AI Infrastructure|Emerging Research,AI Hardware|Optical,CPO|co packaged optics|data centers|optical interconnects,,0,11,4,0,15,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277464,semiengineering,24277464,2026-06-09T00:07:54,2026-06-09T07:07:54Z,2026-06-08T23:19:27Z,What I Learned At The 2026 GSA Tech Summit: The Future Of Semiconductor Collaboration Is Full Stack,Advanced node manufacturing and heterogeneous integration require partnerships that span the full value chain.,https://semiengineering.com/what-i-learned-at-the-2026-gsa-tech-summit-the-future-of-semiconductor-collaboration-is-full-stack/,1838,63593|9297|9786,"Blogs - PTES|Bringing AI To Scale|Test, Measurement and Analytics",2316|28906|28907|356|44885|5043|867,AI|PDF Solutions|STDF|Standard Test Data Format|collaboration|data analytics|data standards,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Foundry,advanced node|heterogeneous integration,,0,9,0,0,9,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277400,semiengineering,24277400,2026-06-09T00:02:59,2026-06-09T07:02:59Z,2026-06-08T23:28:04Z,Co-Packaged Optics Testing Faces Steep Data Center Ramp,"Scaling to tens of millions of CPO units per year requires the industry to first settle on automated, cost-effective methods for electrical and optical testing.",https://semiengineering.com/co-packaged-optics-testing-faces-steep-data-center-ramp/,789,2|9786,"Test, Measurement and Analytics|Top Stories",10202|1723|1724|1728|1920|3042|33542|40380|40381|44256|46115|63712|63713|68994|793,ATE|Advantest|Amkor|CPO|DIB|Lightmatter|Teradyne|chiplets|co-packaged optics|data management|device interface board|final test|optical connectors|photonics|yieldWerx,editorial,A,,,AI Infrastructure|Emerging Research,AI Hardware|Equipment|Optical,CPO|chiplets|co packaged optics|data center,,0,15,6,0,21,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277457,semiengineering,24277457,2026-06-09T00:02:05,2026-06-09T07:02:05Z,2026-06-08T23:26:11Z,Enhancing High Bandwidth Memory (HBM) Reliability With 3D X-ray Inspection,"A non-destructive, volumetric view enables engineers to detect defects that could compromise performance or reliability.",https://semiengineering.com/enhancing-high-bandwidth-memory-hbm-reliability-with-3d-x-ray-inspection/,1469,38735|9297|9786,"Blogs - PTES|Inspecting The Future|Test, Measurement and Analytics",11847|1379|17056|45707|48467|51397|842|961,3D X-ray|HBM|Nordson|X-ray inspection|computed tomography|defect detection|high-bandwidth memory|inspection,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Memory,HBM|bandwidth|high bandwidth memory|inspection|reliability,,0,20,4,0,24,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
semiengineering_24277126,semiengineering,24277126,2026-06-05T00:01:55,2026-06-05T07:01:55Z,2026-06-05T22:46:03Z,Chip Industry Week In Review,"Computex shows AI ecosystem; fully autonomous chip design; Intel targets AI racks; Nikon’s 1.5 micron L/S litho; IC market rises; Apple’s chiplet era; 4,500 chips per AI server rack; HBM price hikes; quantum IPO, chip and roadmap; SiC guidelines; MXenes; EV outlook; autonomous edge chiplets.",https://semiengineering.com/chip-industry-week-in-review-141/,7,3|51384|51385,Business|Business News|News,1236|12511|12566|131|13889|15685|15978|16087|20|22|2239|24316|249|264|2654|272|2839|2904|307|3368|35299|3581|361|368|377|397|40|42|4225|441|445|4464|46616|47313|4822|48967|51373|51861|5284|53041|55110|55718|56|561|57638|5852|589|59478|60439|61233|62492|6288|63155|6329|63698|64850|65272|65394|6541|65672|66290|6663|67375|68|68958|68959|68960|68965|68972|68973|68974|7|701|703|714|72|7852|8|8325|835,ARM|Ames Lab|Apple|Apple M5 Pro chip teardown|Argonne National Laboratory|Atom Computing|Ausdia|Ayar Labs|Baya Systems|Broadcom|Bruker|Cadence|Coralogix|Counterpoint Research|Credo|D-Wave Quantum|Deloitte|European Commission|Foxconn|Georgia Tech|GlobalFoundries|HBM5|Hitachi|IBM|IBM Research|IEEE’s Solid-State Circuits Society and Electron Devices Society|IIT Delhi|ITIF|Infineon|Intel|Intel Foundry|Invisix|JEDEC|Keysight|LLNL|Los Alamos National Lab|Marvell|Micron|Microsoft|Motorola Solutions|Nikon|Nvidia|ORNL|Oracle|Powerex|Quantinuum|Quobly|SEMI|SEMI Foundation|SLAC|STMicroelectronic|Samsung Electronics|Semiconductor Industry Association|Semiconductor Industry Association (SIA)|Siemens|SpaceX|Stanford University|Synopsys|TSMC|Tesla|Tohoku University|TrendForce|UC Berkeley|UC Davis|USA Rare Earth|United Nations|University of Manchester|University of Osaka|University of Toronto|Vitrek|WSTS|Wiwynn|Wolfspeed|XCENA|automotive chip news|computing news|hardware security news|imec|semiconductor news|xLight,roundup,B,,,AI Infrastructure|Emerging Research,AI Hardware|Equipment|Memory,AI server|HBM|chiplet|chiplets,,0,11,0,0,11,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14T12:15:50Z,2026-06-20T14:36:01Z
